title,type,description,release_year,duration,genre_id,title_platform
Disney Playtime with Puppy Dog Pals (Shorts),TV Show,Come play with the Puppy Dog Pals!,2017,2 Seasons,"Animation,",Disney Plus
"Maggie Simpson in ""Playdate with Destiny""",Movie,A heroic baby saves Maggie Simpson from playground peril – and steals her heart.,2020,5 min,"Animation,",Disney Plus
Paradise Islands,TV Show,The islands that lie between Asia and Australia can claim to be the biologically richest on earth.,2017,1 Season,Animals,Disney Plus
Tut's Treasures: Hidden Secrets,TV Show,The pharaoh’s priceless grave goods are being reunited for the first time since their discovery.,2018,1 Season,"Docuseries,",Disney Plus
A Tale of Two Critters,Movie,A bear cub and a raccoon become fast friends. See details for advisory.,1977,48 min,Animals,Disney Plus
All in a Nutshell,Movie,Donald steals Chip and Dale's nuts and ends up in a lake. See details for advisory.,1949,7 min,"Animation,",Disney Plus
Disneynature Penguins,Movie,Steve the penguin embarks on an epic quest to find love and start a family.,2019,77 min,Animals,Disney Plus
Diving with Dolphins,Movie,Disneynature explores the making of Dolphin Reef. Céline Cousteau narrates English-language version.,2020,79 min,Animals,Disney Plus
Dolphin Reef,Movie,A playful young dolphin named Echo must master his vital role in the coral reef community.,2018,78 min,Animals,Disney Plus
Don's Fountain of Youth,Movie,Donald's trick at the fountain of youth is cut short by an alligator. See details for advisory.,1953,6 min,"Animation,",Disney Plus
Donald's Dog Laundry,Movie,Donald entices Pluto to try his mechanical dog washer. See details for advisory.,1940,9 min,"Animation,",Disney Plus
Double Dribble,Movie,Goofy explores the wonderful world of basketball. See details for advisory.,1946,8 min,"Animation,",Disney Plus
Dragon Around,Movie,Chip and Dale defend their home against Donald's dragon-like steam shovel. See details for advisory.,1954,7 min,"Animation,",Disney Plus
Elephant,Movie,African elephant Shani and her spirited son Jomo make the epic journey of their ancestors.,2020,89 min,Animals,Disney Plus
Elmer Elephant,Movie,An elephant is ashamed of his trunk until he saves his friend with it. See details for advisory.,1936,8 min,"Animation,",Disney Plus
Fish Hooks,TV Show,"Milo, Bea and Oscar are three BFFs, best fish friends.",2010,3 Seasons,"Animation,",Disney Plus
How To Play Football,Movie,Goofy demonstrates the game of football. See details for advisory.,1944,9 min,"Animation,",Disney Plus
In the Footsteps of Elephant,Movie,Filmmakers capture an epic journey through the Kalahari Desert for Disneynature’s “Elephant.”,2020,88 min,Animals,Disney Plus
"Lambert, The Sheepish Lion",Movie,A mix-up finds a little lion cub in the care of a gentle flock of sheep.,1952,8 min,"Animation,",Disney Plus
On Ice,Movie,Mickey and friends enjoy skating on a frozen river. See details for advisory.,1935,9 min,"Animation,",Disney Plus
Onward,Movie,Two elf brothers embark on an extraordinary quest in Disney and Pixar’s ONWARD!,2020,103 min,"Action-Adventure,",Disney Plus
Out of Scale,Movie,"Donald declares Chip n Dale's tree ""out of scale"" for his train set. See details for advisory.",1951,8 min,"Animation,",Disney Plus
Penguins: Life on the Edge,Movie,A witty and tenacious team of filmmakers brave the Antarctic to film Disneynature’s “Penguins.”,2020,78 min,Animals,Disney Plus
Pluto's Party,Movie,It's Pluto's birthday party!,1952,8 min,"Animation,",Disney Plus
Sea Scouts,Movie,Donald and his nephews encounter a shark. See details for advisory.,1939,8 min,"Animation,",Disney Plus
Sonny With A Chance,TV Show,A teen girl is selected from a nationwide search to join the cast of a sketch-comedy series.,2008,2 Seasons,"Comedy,",Disney Plus
The Boy Who Talked to Badgers,Movie,A young farm boy relies on the help of a badger to survive the wilderness. See details for advisory.,1975,90 min,"Action-Adventure,",Disney Plus
The New Neighbor,Movie,Sparks fly when Donald moves next door to Pete and his reckless dog. See details for advisory.,1953,7 min,"Animation,",Disney Plus
The Small One,Movie,A young boy discovers the true spirit of the Christmas season. See details for advisory.,1978,25 min,"Animation,",Disney Plus
The Straight Story,Movie,Story of a man who takes a six week trip on his riding lawn mower.,1999,112 min,"Biographical,",Disney Plus
Frankenweenie,Movie,Disney presents a comic twist on a classic tale from Tim Burton.,2012,88 min,"Animation,",Disney Plus
Mars Needs Moms,Movie,Nine-year-old Milo sets out to save his mom when she is abducted by Martians.,2011,91 min,"Action-Adventure,",Disney Plus
Prom,Movie,"At Prom, every couple has a story, and no two are exactly alike.",2011,105 min,"Comedy,",Disney Plus
The Last Song,Movie,A rebellious daughter and her estranged father try to restore the loving relationship they once had.,2010,109 min,Coming,Disney Plus
The Odd Life of Timothy Green,Movie,An unexpected surprise arrives on the doorstep of a couple who can't have children of their own.,2012,106 min,"Drama,",Disney Plus
Be Our Chef,TV Show,Angela Kinsey hosts five families in a Disney-inspired cooking competition.,2020,1 Season,"Family,",Disney Plus
A Wrinkle in Time,Movie,Meg travels through time and space to find her father.,2018,112 min,"Action-Adventure,",Disney Plus
Disney I Didn't Do It,TV Show,Fraternal twins try to explain exactly what just happened.,2013,2 Seasons,"Comedy,",Disney Plus
Disney Insider,TV Show,"“Disney Insider” tells the stories behind Disney’s films, parks, destinations, toys & more.",2020,1 Season,"Anthology,",Disney Plus
Disney Vampirina Ghoul Girls Rock! (Shorts),TV Show,Rock out to music videos from The Ghoul Girls!,2017,2 Seasons,"Animation,",Disney Plus
G-Force,Movie,Four highly trained FBI guinea pigs set out to save the world.,2009,92 min,"Action-Adventure,",Disney Plus
Frozen 2,Movie,Elsa journeys into the unknown to uncover truths about the past.,2019,107 min,"Action-Adventure,",Disney Plus
Stargirl,Movie,A coming-of-age story about a high schooler who finds himself drawn to the free-spirited new girl.,2020,107 min,Coming,Disney Plus
The Finest Hours,Movie,Based on a true story of the Coast Guard’s most daring rescue.,2016,119 min,"Action-Adventure,",Disney Plus
The Sandlot: Heading Home,Movie,"An egotistical baseball star wakes up as a 12-year-old on his childhood playing field, the sandlot.",2007,97 min,"Comedy,",Disney Plus
Bedtime Stories,Movie,A hotel handyman's bedtime stories go from fantasy to reality.,2008,101 min,"Comedy,",Disney Plus
Marvel Studios' Black Panther,Movie,T’Challa battles a powerful foe when his homeland of Wakanda is threatened.,2018,137 min,"Action-Adventure,",Disney Plus
101 Dalmatian Street,TV Show,Pups Dolly and Dylan adventure to find their spots.,2018,1 Season,"Action-Adventure,",Disney Plus
Disney Phineas and Ferb: Phineas and Ferb Star Wars,Movie,"Phineas, Ferb and the gang meet some iconic Star Wars characters.",2014,53 min,"Action-Adventure,",Disney Plus
Shop Class,TV Show,Teams are challenged with designing and building their very unique creations.,2020,1 Season,"Family,",Disney Plus
Viking Warrior Women,Movie,New discoveries challenge everything we thought we knew about Viking warriors.,2019,44 min,"Documentary,",Disney Plus
Star Wars Resistance,TV Show,"Kaz begins his spy mission, but is in over his head.",2018,2 Seasons,"Action-Adventure,",Disney Plus
Lost Cities With Albert Lin,TV Show,This series delivers stories with hi-tech imagery to bring the mysteries of the past to life.,2019,1 Season,"Action-Adventure,",Disney Plus
Marvel Rising: Operation Shuri,Movie,The Secret Warriors show Shuri how to be a teenager.,2019,23 min,"Action-Adventure,",Disney Plus
Marvel Rising: Playing With Fire,Movie,The Secret Warriors help Inferno recover his powers.,2019,45 min,"Action-Adventure,",Disney Plus
Star Wars: The Clone Wars,TV Show,"The saga continues, set in a faraway galaxy!",2008,7 Seasons,"Action-Adventure,",Disney Plus
Marvel's Iron Man & Hulk: Heroes United,Movie,Avengers Iron Man and Hulk team up to fight an energy-devouring monster.,2013,74 min,"Action-Adventure,",Disney Plus
Because of Winn-Dixie,Movie,"A heartwarming tale of a girl whose life is changed by a scruffy, fun-loving pooch named Winn-Dixie.",2005,107 min,"Comedy,",Disney Plus
Fairy Tale Weddings,TV Show,A behind-the-scenes look at Disney's magical weddings.,2017,2 Seasons,"Docuseries,",Disney Plus
"My Dog, the Thief",Movie,A St. Bernard lifts a million-dollar necklace from a team of jewel thieves.,1969,89 min,"Action-Adventure,",Disney Plus
Splash,Movie,Allen Bauer (Tom Hanks) is rescued at sea by the mermaid of his dreams.,1984,110 min,"Comedy,",Disney Plus
That's So Raven,TV Show,Raven Baxter is a typical teenager who just happens to be psychic.,2002,4 Seasons,"Comedy,",Disney Plus
Timmy Failure: Mistakes Were Made,Movie,“Timmy Failure” follows the hilarious exploits of a boy who operates a Portland detective agency.,2020,103 min,"Buddy,",Disney Plus
Toy Story 4,Movie,Pixar Animation Studios proudly presents the adventure of a lifetime!,2019,101 min,"Action-Adventure,",Disney Plus
Descendants 3,Movie,A barrier breach jeopardizes the safety of Auradon.,2019,109 min,Coming,Disney Plus
Around the World in 80 Days,Movie,Phileas Fogg tries to beat the clock in a race around the world.,2004,121 min,"Action-Adventure,",Disney Plus
Big Business,Movie,"Two sets of identical twins, mismatched at birth, cross paths years later.",1988,98 min,Comedy,Disney Plus
Lamp Life,Movie,Lamp Life answers the question of what happened to Bo Peep since we last we saw her in Toy Story 2.,2020,11 min,"Animation,",Disney Plus
The Lion King,Movie,Disney’s The Lion King comes to life in a whole new way.,2019,125 min,"Action-Adventure,",Disney Plus
Diary of a Future President,TV Show,"Elena Cañero-Reed will one day become the U.S. President, but for now, she’s in middle school.",2020,2 Seasons,"Comedy,",Disney Plus
High School Musical: The Musical: The Series: The Sing-Along,TV Show,Sing along as the East High Wildcats put on a production of High School Musical: The Musical!,2019,1 Season,"Comedy,",Disney Plus
America's National Parks,TV Show,Experience the breathtaking landscapes and majestic animals of eight U.S. National Parks.,2015,1 Season,Animals,Disney Plus
Continent 7: Antarctica,TV Show,Experience how science is conducted as scientists and survival experts join forces in Antarctica.,2016,1 Season,"Action-Adventure,",Disney Plus
Disney Randy Cunningham: 9th Grade Ninja,TV Show,Randy is an average freshman until he is chosen as The Ninja.,2011,2 Seasons,"Action-Adventure,",Disney Plus
Muppet Babies Show and Tell (Shorts),TV Show,It's Show and Tell time in the playroom!,2017,1 Season,"Animation,",Disney Plus
The Lodge,TV Show,A city girl starts a new life in the country.,2016,2 Seasons,Coming,Disney Plus
Wild Russia,TV Show,"From mountains to desert, volcanoes to ice, explore Russia’s scenic beauty and iconic wildlife.",2018,1 Season,Animals,Disney Plus
Destino,Movie,A collaboration begun in 1945 by Salvador Dalí and Walt Disney.,2003,6 min,"Animation,",Disney Plus
Forky Asks a Question: What is Reading?,Movie,"The energetic Peas-n-a-Pod siblings teach Forky about reading, with a little help from Mr. Spell.",2020,7 min,"Animation,",Disney Plus
Loop,Movie,"Adrift on a lake, two kids with different ways of communicating attempt to connect.",2020,12 min,"Animation,",Disney Plus
Marvel's Runaways,TV Show,Six kids learn their parents hide a terrible secret.,2017,3 Seasons,Coming,Disney Plus
Aladdin (2019),Movie,From Disney comes the thrilling live-action adaptation of Aladdin.,2019,135 min,"Action-Adventure,",Disney Plus
Forky Asks a Question: What is Cheese?,Movie,"Buttercup, annoyed with all of Forky’s questions, speed teaches everything there is.",2020,6 min,"Animation,",Disney Plus
Austin & Ally,TV Show,"Austin, a musician, and Ally, a songwriter, form a team.",2011,4 Seasons,"Comedy,",Disney Plus
Billy Dilley's Super-Duper Subterranean Summer,TV Show,Billy and his friends get stuck inside Earth's core.,2016,1 Season,"Animation,",Disney Plus
Cars Toon: El Materdor,Movie,Mater is a famous bulldozer fighter in Spain.,2008,4 min,"Animation,",Disney Plus
Cars Toon: Moon Mater,Movie,Mater’s mission on the moon: rescue the Impala XIII.,2010,4 min,"Animation,",Disney Plus
Cars Toon: Rescue Squad Mater,Movie,Mater is a fire truck that rescues McQueen from a fire,2010,3 min,"Animation,",Disney Plus
Cars Toon: Spinning,Movie,Guido discovers his talent as a sign spinner.,2013,2 min,"Animation,",Disney Plus
Cars Toon: Time Travel Mater,Movie,Mater travels back in time to 1909.,2012,7 min,"Animation,",Disney Plus
Cars Toon: Tokyo Mater,Movie,"Mater is in Tokyo, where he is challenged to a race.",2008,8 min,"Animation,",Disney Plus
Cars Toon: Unidentified Flying Mater,Movie,Mater and Lightning McQueen rescue a UFO named Mator.,2010,4 min,"Animation,",Disney Plus
Cars Toons: Bugged,Movie,Red's peaceful morning routine is interrupted by a pesky visitor.,2013,2 min,"Animation,",Disney Plus
Cool Runnings,Movie,Based on the true story of Jamaican bobsledders at the Winter Olympics.,1993,99 min,"Biographical,",Disney Plus
Drain Alcatraz,Movie,Draining the waters around Alcatraz reveals the infamous prison’s deepest secrets.,2017,47 min,Documentary,Disney Plus
Drain The Bermuda Triangle,Movie,Explore the Bermuda Triangle by draining the water to see what lies beneath the surface.,2014,45 min,Documentary,Disney Plus
Drain The Great Lakes,Movie,This groundbreaking television program pulls a virtual plug on the huge lakes.,2011,45 min,Documentary,Disney Plus
Drain The Ocean: WWII,Movie,New undersea surveys and 3-D imaging reveal secrets of World War II shipwrecks.,2016,44 min,"Documentary,",Disney Plus
Drain The Sunken Pirate City,Movie,Hidden beneath Jamaica’s Kingston Harbour lie the ruins of the biggest pirate city of all time.,2017,48 min,"Documentary,",Disney Plus
